TYPE,SCOPE,NAME,DESCRIPTION,,SPECIFIER,Specifier,ATTRIBUTES
ALIAS,,FddPosFb,%,,AiEu[46],AIEU[46],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdfSpdFb,%,,AiEu[50],AIEU[50],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwFcvPosFb,%,,AiEu[55],AIEU[55],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FgrdPosFb,%,,AiEu[48],AIEU[48],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FgrfSpdFb,%,,AiEu[51],AIEU[51],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FlmSig1,%,,AiEu[40],AIEU[40],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FlmSig2,%,,AiEu[41],AIEU[41],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,GasFcvPosFb,%,,AiEu[52],AIEU[52],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,IbdPosFb,%,,AiEu[44],AIEU[44],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,IdfSpdFb,%,,AiEu[49],AIEU[49],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,IvdPosFb,%,,AiEu[45],AIEU[45],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,JckPosFb,%,,AiEu[43],AIEU[43],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,OilFcvPosFb,%,,AiEu[53],AIEU[53],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,OutDmpPosFb,%,,AiEu[54],AIEU[54],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,RemDmd,%,,AiEu[39],AIEU[39],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,StckOpac,%,,AiEu[42],AIEU[42],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WbdPosFb,%,,AiEu[47],AIEU[47],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FgOx,% ox,,AiEu[28],AIEU[28],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,AirHtrInTmpPct,Air heater inlet temperature (%),,AiPct[37],AIPCT[37],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,AirHtrInTmpAct,Air heater inlet temperature active,,StatBits[72].5,STATBITS[72].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AirHtrInTmpMax,Air heater inlet temperature max (deg F),,AiSclMax[37],AISCLMAX[37],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,AirHtrInTmpMin,Air heater inlet temperature min (deg F),,AiSclMin[37],AISCLMIN[37],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,AirHtrInTmpRng,Air heater inlet temperature range (deg F),,AiRng[37],AIRNG[37],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,AirHtrOutTmpPct,Air heater outlet temperature (%),,AiPct[38],AIPCT[38],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,AirHtrOutTmpAct,Air heater outlet temperature active,,StatBits[72].6,STATBITS[72].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AirHtrOutTmpMax,Air heater outlet temperature max (deg F),,AiSclMax[38],AISCLMAX[38],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,AirHtrOutTmpMin,Air heater outlet temperature min (deg F),,AiSclMin[38],AISCLMIN[38],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,AirHtrOutTmpRng,Air heater outlet temperature range (deg F),,AiRng[38],AIRNG[38],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WtrDenAmb,Analog -,,MiscData[16],MISCDATA[16],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WtrDen,Analog - Water density,,MiscData[15],MISCDATA[15],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WtrHtrInTmp,Analog - Water heater inlet (deg F),,AiEu[35],AIEU[35],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WtrHtrInTmpPct,Analog - Water heater inlet temperature (%),,AiPct[35],AIPCT[35],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WtrHtrInTmpAct,Analog - Water heater inlet temperature active,,StatBits[72].3,STATBITS[72].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,WtrHtrInTmpMax,Analog - Water heater inlet temperature max (deg F),,AiSclMax[35],AISCLMAX[35],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WtrHtrInTmpMin,Analog - Water heater inlet temperature min (deg F),,AiSclMin[35],AISCLMIN[35],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WtrHtrInTmpRng,Analog - Water heater inlet temperature range (deg F),,AiRng[35],AIRNG[35],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WtrHtrOutTmp,Analog - Water heater outlet (deg F),,AiEu[36],AIEU[36],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WtrHtrOutTmpPct,Analog - Water heater outlet temperature (%),,AiPct[36],AIPCT[36],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WtrHtrOutTmpAct,Analog - Water heater outlet temperature active,,StatBits[72].4,STATBITS[72].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,WtrHtrOutTmpMax,Analog - Water heater outlet temperature max (deg F),,AiSclMax[36],AISCLMAX[36],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WtrHtrOutTmpMin,Analog - Water heater outlet temperature min (deg F),,AiSclMin[36],AISCLMIN[36],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,WtrHtrOutTmpRng,Analog - Water heater outlet temperature range (deg F),,AiRng[36],AIRNG[36],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsSelAcceptOsr,BMS - Accept Select One Shot,,BmsStatBits[1].24,BMSSTATBITS[1].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlarmDet2Sec,BMS - Alarm Detected 2 Second,,BmsStatBits[6].19,BMSSTATBITS[6].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBiasAirTimeout,BMS - Bias Air Timeout,,BmsStatBits[8].1,BMSSTATBITS[8].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBrnIdle,BMS - Burner Idle,,BmsStatBits[2].5,BMSSTATBITS[2].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRecycleAct,BMS - Burner Idle in Recycle Mode,,BmsStatBits[0].6,BMSSTATBITS[0].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBrnOffAct,BMS - Burner Off Active,,BmsStatBits[0].30,BMSSTATBITS[0].30,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBrnReady,BMS - Burner Ready,,BmsStatBits[3].3,BMSSTATBITS[3].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBrnRun,BMS - Burner Run,,BmsStatBits[3].8,BMSSTATBITS[3].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBrnStart,BMS - Burner Start,,BmsStatBits[1].31,BMSSTATBITS[1].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRbsFailedOn,BMS - Burner Start Failure (RBS FB not made after RBS is off),,BmsStatBits[1].29,BMSSTATBITS[1].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRbsMftFailedOff,BMS - Burner Start or Trip Circuit Failed Off (MFT Relay never made at start),,BmsStatBits[1].30,BMSSTATBITS[1].30,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelBrnStartOsr,BMS - Burner Start Select One Shot,,BmsStatBits[1].22,BMSSTATBITS[1].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsCfgError,BMS - Configuration Error,,BmsStatBits[0].0,BMSSTATBITS[0].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsCipFailedOn,BMS - Critical Input Failed On,,BmsStatBits[8].0,BMSSTATBITS[8].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsCritPwrOk,BMS - Critical Input Power OK,,BmsStatBits[0].3,BMSSTATBITS[0].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsCritInpValid,BMS - Critical input States are Valid,,BmsStatBits[0].2,BMSSTATBITS[0].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelDualStartOsr,BMS - Dual Firing Start Select One Shot,,BmsStatBits[4].17,BMSSTATBITS[4].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelCancelOsr,BMS - Dual Firing Stop/Cancel Select One Shot,,BmsStatBits[1].25,BMSSTATBITS[1].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsEhsp,BMS - Excess High Steam Pressure,,BmsStatBits[9].21,BMSSTATBITS[9].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFansReady,BMS - Fans Ready,,BmsStatBits[0].4,BMSSTATBITS[0].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFdsl,BMS - Fd Fan at lightoff speed,,BmsStatBits[10].2,BMSSTATBITS[10].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFlameDetected,BMS - Flame Detected,,BmsStatBits[0].8,BMSSTATBITS[0].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFlameDevA,BMS - Flame Detection Deviaition - Burner A,,BmsStatBits[8].20,BMSSTATBITS[8].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFlameDevB,BMS - Flame Detection Deviaition - Burner B,,BmsStatBits[10].14,BMSSTATBITS[10].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmFailWatch,BMS - Flame Failure Watch Enabled,,BmsStatBits[0].13,BMSSTATBITS[0].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFgfAutoAct,BMS - Flue Gas Fan Auto Active,,BmsStatBits[5].31,BMSSTATBITS[5].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFgfAutoRun,BMS - Flue Gas Fan Auto Run,,BmsStatBits[6].1,BMSSTATBITS[6].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFgfOffAct,BMS - Flue Gas Fan Off Active,,BmsStatBits[5].28,BMSSTATBITS[5].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFgfOnAct,BMS - Flue Gas Fan On Active,,BmsStatBits[6].0,BMSSTATBITS[6].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFgfWaitStart,BMS - Flue Gas Fan Wiating to Start,,BmsStatBits[6].18,BMSSTATBITS[6].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsForceGasDeSel,BMS - Force Auto Gas Deselect,,BmsStatBits[0].26,BMSSTATBITS[0].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsForceOilDeSel,BMS - Force Auto Oil Deselect,,BmsStatBits[0].27,BMSSTATBITS[0].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFdfAutoAct,BMS - Forced Draft Fan Auto Active,,BmsStatBits[2].20,BMSSTATBITS[2].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFdfAutoRun,BMS - Forced Draft Fan Auto Enable,,BmsStatBits[2].23,BMSSTATBITS[2].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelFdfAutoOsr,BMS - Forced Draft Fan Auto Select One Shot,,BmsStatBits[2].19,BMSSTATBITS[2].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFdfOffAct,BMS - Forced Draft Fan Off Active,,BmsStatBits[2].22,BMSSTATBITS[2].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelFdfOffOsr,BMS - Forced Draft Fan Off Select One Shot,,BmsStatBits[2].17,BMSSTATBITS[2].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFdfOnAct,BMS - Forced Draft Fan On Active,,BmsStatBits[2].21,BMSSTATBITS[2].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelFdfOnOsr,BMS - Forced Draft Fan On Select One Shot,,BmsStatBits[2].18,BMSSTATBITS[2].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFdfWaitStart,BMS - Forced Draft Fan Wiating to Start,,BmsStatBits[6].17,BMSSTATBITS[6].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFuelDeSelEn,BMS - Fuel De-Select Enabled,,BmsStatBits[0].23,BMSSTATBITS[0].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFuelSelEn,BMS - Fuel Select Enabled,,BmsStatBits[0].22,BMSSTATBITS[0].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFuelVlvsClosed,BMS - Fuel Shutoff Valves Closed,,BmsStatBits[0].9,BMSSTATBITS[0].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHfp,BMS - High Furnace Pressure,,BmsStatBits[9].22,BMSSTATBITS[9].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHfpa,BMS - High Furnace Pressure Alarm,,BmsStatBits[9].1,BMSSTATBITS[9].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHgp,BMS - High Gas Pressure,,BmsStatBits[9].19,BMSSTATBITS[9].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHgpa,BMS - High Gas Pressure Alarm,,BmsStatBits[8].29,BMSSTATBITS[8].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHpgp,BMS - High Igniter Gas Pressure,,BmsStatBits[9].24,BMSSTATBITS[9].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHspa,BMS - High Steam Pressure Alarm,,BmsStatBits[8].16,BMSSTATBITS[8].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnLtchOffDelayDone,BMS - Ignition Latch Delay Timer Done,,BmsStatBits[9].4,BMSSTATBITS[9].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIdfAutoAct,BMS - Induced Draft Fan Auto Active,,BmsStatBits[2].10,BMSSTATBITS[2].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIdfAutoRun,BMS - Induced Draft Fan Auto Run Enable,,BmsStatBits[2].13,BMSSTATBITS[2].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelIdfAutoOsr,BMS - Induced Draft Fan Auto Select One Shot,,BmsStatBits[2].9,BMSSTATBITS[2].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIdfOffAct,BMS - Induced Draft Fan Off Active,,BmsStatBits[2].12,BMSSTATBITS[2].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelIdfOffOsr,BMS - Induced Draft Fan Off Select One Shot,,BmsStatBits[2].7,BMSSTATBITS[2].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIdfOnAct,BMS - Induced Draft Fan On Active,,BmsStatBits[2].11,BMSSTATBITS[2].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelIdfOnOsr,BMS - Induced Draft Fan On Select One Shot,,BmsStatBits[2].8,BMSSTATBITS[2].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIdfWaitLim,BMS - Induced Draft Fan Wiating for Limits,,BmsStatBits[6].15,BMSSTATBITS[6].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIdfWaitStart,BMS - Induced Draft Fan Wiating to Start,,BmsStatBits[6].16,BMSSTATBITS[6].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsInitBrnLtoffDone,BMS - Initialize Burner Lightoff Done,,BmsStatBits[4].9,BMSSTATBITS[4].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLtoffLimTimeOut,BMS - Lightoff Limits Timeout Ocurred,,BmsStatBits[3].28,BMSSTATBITS[3].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLtoffStarted,BMS - Lightoff Sequence Started,,BmsStatBits[3].26,BMSSTATBITS[3].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLocalStartEn,BMS - Local Start Enable,,BmsStatBits[1].26,BMSSTATBITS[1].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLocalStopCtl,BMS - Local Stop Control,,BmsStatBits[2].2,BMSSTATBITS[2].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLocalStopEn,BMS - Local Stop Enable,,BmsStatBits[2].0,BMSSTATBITS[2].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLamp,BMS - Low Atomizing Media Pressure,,BmsStatBits[9].28,BMSSTATBITS[9].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLamf,BMS - Low Atomizing Media Pressure (Flow),,BmsStatBits[9].30,BMSSTATBITS[9].30,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLcapa,BMS - Low Combustion Air Pressure Alarm,,BmsStatBits[8].18,BMSSTATBITS[8].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLcap,BMS - Low Combustion Air Pressure/Flow,,BmsStatBits[9].23,BMSSTATBITS[9].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfhCond,BMS - Low Fire Hold Conditions Met,,BmsStatBits[4].12,BMSSTATBITS[4].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfhCtl,BMS - Low Fire Hold Control,,BmsStatBits[4].11,BMSSTATBITS[4].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfhLim,BMS - Low Fire Hold Limit Made,,BmsStatBits[4].10,BMSSTATBITS[4].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLgp,BMS - Low Gas Pressure,,BmsStatBits[9].18,BMSSTATBITS[9].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLgpa,BMS - Low Gas Pressure Alarm,,BmsStatBits[8].27,BMSSTATBITS[8].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLpgp,BMS - Low Igniter Gas Pressure,,BmsStatBits[9].26,BMSSTATBITS[9].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLiap,BMS - Low Instrument Air Pressure,,BmsStatBits[9].20,BMSSTATBITS[9].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLiapa,BMS - Low Instrument Air Pressure Alarm,,BmsStatBits[8].31,BMSSTATBITS[8].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLop,BMS - Low Oil Pressure,,BmsStatBits[10].0,BMSSTATBITS[10].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsMainIgtnPrvInProg,BMS - Main Ignition Proving in Progress,,BmsStatBits[4].8,BMSSTATBITS[4].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRbtMftFailedOn,BMS - Master Fuel Trip Circuit Failed On$N(RMFT made with RBT not energized),,BmsStatBits[5].30,BMSSTATBITS[5].30,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsMftFailWatch,BMS - Master Fuel Trip Failure Watch,,BmsStatBits[6].23,BMSSTATBITS[6].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOncFuelSelEn,BMS - Oncoming Low Fire or Simultaneous Firing,,BmsStatBits[0].21,BMSSTATBITS[0].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsReadyToStart,BMS - Ready to Start,,BmsStatBits[1].21,BMSSTATBITS[1].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRelMod,BMS - Release to Modulation  Programming Control,,BmsStatBits[4].13,BMSSTATBITS[4].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsResetReq,BMS - Reset Required,,BmsStatBits[3].4,BMSSTATBITS[3].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSingleFuelAct,BMS - Single Fuel Selected,,BmsStatBits[1].0,BMSSTATBITS[1].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelBrnStopOsr,BMS - Stop Burner Select One Shot,,BmsStatBits[1].23,BMSSTATBITS[1].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsCritInpTest,BMS - Test Critical Inputs for Off State,,BmsStatBits[0].1,BMSSTATBITS[0].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLcapDev,BMS 2oo3 - Low Combustion Air Pressure Deviation,,BmsStatBits[8].19,BMSSTATBITS[8].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHwaT1,BMS 2oo3 - Low Water Alarm Transmitter 1,,BmsStatBits[10].5,BMSSTATBITS[10].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLwaT1,BMS 2oo3 - Low Water Alarm Transmitter 1,,BmsStatBits[8].24,BMSSTATBITS[8].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHwaT2,BMS 2oo3 - Low Water Alarm Transmitter 2,,BmsStatBits[10].6,BMSSTATBITS[10].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLwaT2,BMS 2oo3 - Low Water Alarm Transmitter 2,,BmsStatBits[8].25,BMSSTATBITS[8].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHwaDev,BMS 2oo3 - Low Water Alarm Transmitter 3,,BmsStatBits[10].7,BMSSTATBITS[10].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLwaT3,BMS 2oo3 - Low Water Alarm Transmitter 3,,BmsStatBits[8].26,BMSSTATBITS[8].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHwcoT1,BMS 2oo3 - Low Water Cutout Transmitter 1,,BmsStatBits[10].8,BMSSTATBITS[10].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLwcoT1,BMS 2oo3 - Low Water Cutout Transmitter 1,,BmsStatBits[8].21,BMSSTATBITS[8].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHwcoT2,BMS 2oo3 - Low Water Cutout Transmitter 2,,BmsStatBits[10].9,BMSSTATBITS[10].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLwcoT2,BMS 2oo3 - Low Water Cutout Transmitter 2,,BmsStatBits[8].22,BMSSTATBITS[8].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLwcoT3,BMS 2oo3 - Low Water Cutout Transmitter 3,,BmsStatBits[8].23,BMSSTATBITS[8].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsEhspDev,BMS 2oo3 - Steam Pressure High High Deviation ,,BmsStatBits[8].17,BMSSTATBITS[8].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHfpHiLimEn,BMS 2oo3 Enable - High Furnace Pressure Transmitter High Alarm,,BmsStatBits[8].7,BMSSTATBITS[8].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHgpHiLimEn,BMS 2oo3 Enable - High Gas Pressure Transmitter High Alarm ,,BmsStatBits[8].5,BMSSTATBITS[8].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLvlHiLimEn,BMS 2oo3 Enable - High Water Cutout Transmitter High Alarm,,BmsStatBits[8].8,BMSSTATBITS[8].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLcapLoLimEn,BMS 2oo3 Enable - Low Combustion Air Pressure Transmitter Low Alarm,,BmsStatBits[8].3,BMSSTATBITS[8].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLgpLoLimEn,BMS 2oo3 Enable - Low Gas Pressure Transmitter Low Alarm,,BmsStatBits[8].4,BMSSTATBITS[8].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLiapLoLimEn,BMS 2oo3 Enable - Low Instrument Air Pressure Transmitter Low Lim,,BmsStatBits[8].6,BMSSTATBITS[8].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLvlLoLimEn,BMS 2oo3 Enable - Low Water Cutout Transmitter Low Trip,,BmsStatBits[8].9,BMSSTATBITS[8].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsEhspHiLimEn,BMS 2oo3 Enable - Steam Pressure High High Transmitter Hi Alarm ,,BmsStatBits[8].2,BMSSTATBITS[8].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsCombAirDp1,BMS 2oo3 Eu - Combustion Air dP 1 (IN WC),,BmsAiEu[3],BMSAIEU[3],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsCombAirDp2,BMS 2oo3 Eu - Combustion Air dP 2 (IN WC),,BmsAiEu[4],BMSAIEU[4],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsCombAirDp3,BMS 2oo3 Eu - Combustion Air dP 3 (IN WC),,BmsAiEu[5],BMSAIEU[5],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsDrmLvl1,BMS 2oo3 Eu - Drum Level 1 (IN WC),,BmsAiEu[21],BMSAIEU[21],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsDrmLvl2,BMS 2oo3 Eu - Drum Level 2 (IN WC),,BmsAiEu[22],BMSAIEU[22],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsDrmLvl3,BMS 2oo3 Eu - Drum Level 3 (IN WC),,BmsAiEu[23],BMSAIEU[23],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig1,BMS 2oo3 Eu - Flame Signal 1 (%),,BmsAiEu[15],BMSAIEU[15],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig2,BMS 2oo3 Eu - Flame Signal 2 (%),,BmsAiEu[16],BMSAIEU[16],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig3,BMS 2oo3 Eu - Flame Signal 3 (%),,BmsAiEu[17],BMSAIEU[17],"(RADIX := Float, ExternalAccess := Read/Write)"
