TYPE,SCOPE,NAME,DESCRIPTION,,SPECIFIER,Specifier,ATTRIBUTES
ALIAS,,BmsAlFoOcs,,,BmsAlFoStatBits[0].23,BMSALFOSTATBITS[0].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoOvdc,,,BmsAlFoStatBits[1].0,BMSALFOSTATBITS[1].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoOvuc,,,BmsAlFoStatBits[0].31,BMSALFOSTATBITS[0].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoPrgLimLoss,,,BmsAlFoStatBits[1].4,BMSALFOSTATBITS[1].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoPrgLimTo,,,BmsAlFoStatBits[1].3,BMSALFOSTATBITS[1].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoPvdc,,,BmsAlFoStatBits[1].2,BMSALFOSTATBITS[1].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoPvuc,,,BmsAlFoStatBits[1].1,BMSALFOSTATBITS[1].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoRbsFailedOn,,,BmsAlFoStatBits[0].27,BMSALFOSTATBITS[0].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoRbsMftFailedOff,,,BmsAlFoStatBits[0].25,BMSALFOSTATBITS[0].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoRbtMftFailedOn,,,BmsAlFoStatBits[0].26,BMSALFOSTATBITS[0].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoRemEmStop,,,BmsAlFoStatBits[1].16,BMSALFOSTATBITS[1].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo04,,,BmsAlFoStatBits[1].20,BMSALFOSTATBITS[1].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo05,,,BmsAlFoStatBits[1].21,BMSALFOSTATBITS[1].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo06,,,BmsAlFoStatBits[1].22,BMSALFOSTATBITS[1].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo07,,,BmsAlFoStatBits[1].23,BMSALFOSTATBITS[1].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo08,,,BmsAlFoStatBits[1].24,BMSALFOSTATBITS[1].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo09,,,BmsAlFoStatBits[1].25,BMSALFOSTATBITS[1].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo10,,,BmsAlFoStatBits[1].26,BMSALFOSTATBITS[1].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo100,,,BmsAlFoStatBits[4].20,BMSALFOSTATBITS[4].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo101,,,BmsAlFoStatBits[4].21,BMSALFOSTATBITS[4].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo102,,,BmsAlFoStatBits[4].22,BMSALFOSTATBITS[4].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo103,,,BmsAlFoStatBits[4].23,BMSALFOSTATBITS[4].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo104,,,BmsAlFoStatBits[4].24,BMSALFOSTATBITS[4].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo105,,,BmsAlFoStatBits[4].25,BMSALFOSTATBITS[4].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo106,,,BmsAlFoStatBits[4].26,BMSALFOSTATBITS[4].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo107,,,BmsAlFoStatBits[4].27,BMSALFOSTATBITS[4].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo108,,,BmsAlFoStatBits[4].28,BMSALFOSTATBITS[4].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo109,,,BmsAlFoStatBits[4].29,BMSALFOSTATBITS[4].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo11,,,BmsAlFoStatBits[1].27,BMSALFOSTATBITS[1].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo110,,,BmsAlFoStatBits[4].30,BMSALFOSTATBITS[4].30,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo111,,,BmsAlFoStatBits[4].31,BMSALFOSTATBITS[4].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo12,,,BmsAlFoStatBits[1].28,BMSALFOSTATBITS[1].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo13,,,BmsAlFoStatBits[1].29,BMSALFOSTATBITS[1].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo14,,,BmsAlFoStatBits[1].30,BMSALFOSTATBITS[1].30,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo15,,,BmsAlFoStatBits[1].31,BMSALFOSTATBITS[1].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo16,,,BmsAlFoStatBits[2].0,BMSALFOSTATBITS[2].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo17,,,BmsAlFoStatBits[2].1,BMSALFOSTATBITS[2].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo18,,,BmsAlFoStatBits[2].2,BMSALFOSTATBITS[2].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo19,,,BmsAlFoStatBits[2].3,BMSALFOSTATBITS[2].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo20,,,BmsAlFoStatBits[2].4,BMSALFOSTATBITS[2].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo21,,,BmsAlFoStatBits[2].5,BMSALFOSTATBITS[2].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo22,,,BmsAlFoStatBits[2].6,BMSALFOSTATBITS[2].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo23,,,BmsAlFoStatBits[2].7,BMSALFOSTATBITS[2].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo24,,,BmsAlFoStatBits[2].8,BMSALFOSTATBITS[2].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo25,,,BmsAlFoStatBits[2].9,BMSALFOSTATBITS[2].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo26,,,BmsAlFoStatBits[2].10,BMSALFOSTATBITS[2].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo27,,,BmsAlFoStatBits[2].11,BMSALFOSTATBITS[2].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo28,,,BmsAlFoStatBits[2].12,BMSALFOSTATBITS[2].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo29,,,BmsAlFoStatBits[2].13,BMSALFOSTATBITS[2].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo30,,,BmsAlFoStatBits[2].14,BMSALFOSTATBITS[2].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo31,,,BmsAlFoStatBits[2].15,BMSALFOSTATBITS[2].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo32,,,BmsAlFoStatBits[2].16,BMSALFOSTATBITS[2].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo33,,,BmsAlFoStatBits[2].17,BMSALFOSTATBITS[2].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo34,,,BmsAlFoStatBits[2].18,BMSALFOSTATBITS[2].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo35,,,BmsAlFoStatBits[2].19,BMSALFOSTATBITS[2].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo36,,,BmsAlFoStatBits[2].20,BMSALFOSTATBITS[2].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo37,,,BmsAlFoStatBits[2].21,BMSALFOSTATBITS[2].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo38,,,BmsAlFoStatBits[2].22,BMSALFOSTATBITS[2].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo39,,,BmsAlFoStatBits[2].23,BMSALFOSTATBITS[2].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo40,,,BmsAlFoStatBits[2].24,BMSALFOSTATBITS[2].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo41,,,BmsAlFoStatBits[2].25,BMSALFOSTATBITS[2].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo42,,,BmsAlFoStatBits[2].26,BMSALFOSTATBITS[2].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo43,,,BmsAlFoStatBits[2].27,BMSALFOSTATBITS[2].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo44,,,BmsAlFoStatBits[2].28,BMSALFOSTATBITS[2].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo45,,,BmsAlFoStatBits[2].29,BMSALFOSTATBITS[2].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo46,,,BmsAlFoStatBits[2].30,BMSALFOSTATBITS[2].30,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo47,,,BmsAlFoStatBits[2].31,BMSALFOSTATBITS[2].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo48,,,BmsAlFoStatBits[3].0,BMSALFOSTATBITS[3].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo49,,,BmsAlFoStatBits[3].1,BMSALFOSTATBITS[3].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo50,,,BmsAlFoStatBits[3].2,BMSALFOSTATBITS[3].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo51,,,BmsAlFoStatBits[3].3,BMSALFOSTATBITS[3].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo52,,,BmsAlFoStatBits[3].4,BMSALFOSTATBITS[3].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo53,,,BmsAlFoStatBits[3].5,BMSALFOSTATBITS[3].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo54,,,BmsAlFoStatBits[3].6,BMSALFOSTATBITS[3].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo55,,,BmsAlFoStatBits[3].7,BMSALFOSTATBITS[3].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo56,,,BmsAlFoStatBits[3].8,BMSALFOSTATBITS[3].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo57,,,BmsAlFoStatBits[3].9,BMSALFOSTATBITS[3].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo58,,,BmsAlFoStatBits[3].10,BMSALFOSTATBITS[3].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo59,,,BmsAlFoStatBits[3].11,BMSALFOSTATBITS[3].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo60,,,BmsAlFoStatBits[3].12,BMSALFOSTATBITS[3].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo61,,,BmsAlFoStatBits[3].13,BMSALFOSTATBITS[3].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo62,,,BmsAlFoStatBits[3].14,BMSALFOSTATBITS[3].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo63,,,BmsAlFoStatBits[3].15,BMSALFOSTATBITS[3].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo64,,,BmsAlFoStatBits[3].16,BMSALFOSTATBITS[3].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo65,,,BmsAlFoStatBits[3].17,BMSALFOSTATBITS[3].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo66,,,BmsAlFoStatBits[3].18,BMSALFOSTATBITS[3].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo67,,,BmsAlFoStatBits[3].19,BMSALFOSTATBITS[3].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo68,,,BmsAlFoStatBits[3].20,BMSALFOSTATBITS[3].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo69,,,BmsAlFoStatBits[3].21,BMSALFOSTATBITS[3].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo70,,,BmsAlFoStatBits[3].22,BMSALFOSTATBITS[3].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo71,,,BmsAlFoStatBits[3].23,BMSALFOSTATBITS[3].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo72,,,BmsAlFoStatBits[3].24,BMSALFOSTATBITS[3].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo73,,,BmsAlFoStatBits[3].25,BMSALFOSTATBITS[3].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo74,,,BmsAlFoStatBits[3].26,BMSALFOSTATBITS[3].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo75,,,BmsAlFoStatBits[3].27,BMSALFOSTATBITS[3].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo76,,,BmsAlFoStatBits[3].28,BMSALFOSTATBITS[3].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo77,,,BmsAlFoStatBits[3].29,BMSALFOSTATBITS[3].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo78,,,BmsAlFoStatBits[3].30,BMSALFOSTATBITS[3].30,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo79,,,BmsAlFoStatBits[3].31,BMSALFOSTATBITS[3].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo80,,,BmsAlFoStatBits[4].0,BMSALFOSTATBITS[4].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo81,,,BmsAlFoStatBits[4].1,BMSALFOSTATBITS[4].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo82,,,BmsAlFoStatBits[4].2,BMSALFOSTATBITS[4].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo83,,,BmsAlFoStatBits[4].3,BMSALFOSTATBITS[4].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo84,,,BmsAlFoStatBits[4].4,BMSALFOSTATBITS[4].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo85,,,BmsAlFoStatBits[4].5,BMSALFOSTATBITS[4].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo86,,,BmsAlFoStatBits[4].6,BMSALFOSTATBITS[4].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo87,,,BmsAlFoStatBits[4].7,BMSALFOSTATBITS[4].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo88,,,BmsAlFoStatBits[4].8,BMSALFOSTATBITS[4].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo89,,,BmsAlFoStatBits[4].9,BMSALFOSTATBITS[4].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo90,,,BmsAlFoStatBits[4].10,BMSALFOSTATBITS[4].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo91,,,BmsAlFoStatBits[4].11,BMSALFOSTATBITS[4].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo92,,,BmsAlFoStatBits[4].12,BMSALFOSTATBITS[4].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo93,,,BmsAlFoStatBits[4].13,BMSALFOSTATBITS[4].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo94,,,BmsAlFoStatBits[4].14,BMSALFOSTATBITS[4].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo95,,,BmsAlFoStatBits[4].15,BMSALFOSTATBITS[4].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo96,,,BmsAlFoStatBits[4].16,BMSALFOSTATBITS[4].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo97,,,BmsAlFoStatBits[4].17,BMSALFOSTATBITS[4].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo98,,,BmsAlFoStatBits[4].18,BMSALFOSTATBITS[4].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoFo99,,,BmsAlFoStatBits[4].19,BMSALFOSTATBITS[4].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoTwdFailedOff,,,BmsAlFoStatBits[1].14,BMSALFOSTATBITS[1].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoTwdFailedOn,,,BmsAlFoStatBits[1].15,BMSALFOSTATBITS[1].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFoUnspecMftFail,,,BmsAlFoStatBits[1].12,BMSALFOSTATBITS[1].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFrnPrs2Aif,,,BmsAlStatBits[1].16,BMSALSTATBITS[1].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlFrnPrs3Aif,,,BmsAlStatBits[1].17,BMSALSTATBITS[1].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlGasPrsHi1Aif,,,BmsAlStatBits[1].9,BMSALSTATBITS[1].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlGasPrsHi2Aif,,,BmsAlStatBits[1].10,BMSALSTATBITS[1].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlGasPrsHi3Aif,,,BmsAlStatBits[1].11,BMSALSTATBITS[1].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlGasPrsLo1Aif,,,BmsAlStatBits[1].6,BMSALSTATBITS[1].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlGasPrsLo2Aif,,,BmsAlStatBits[1].7,BMSALSTATBITS[1].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlGasPrsLo3Aif,,,BmsAlStatBits[1].8,BMSALSTATBITS[1].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlGvdo,,,BmsAlStatBits[0].2,BMSALSTATBITS[0].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlGvuo,,,BmsAlStatBits[0].1,BMSALSTATBITS[0].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlGvvc,,,BmsAlStatBits[0].19,BMSALSTATBITS[0].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlGvvo,,,BmsAlStatBits[0].18,BMSALSTATBITS[0].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlHct,,,BmsAlStatBits[0].13,BMSALSTATBITS[0].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlHfpa,,,BmsAlStatBits[0].25,BMSALSTATBITS[0].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlHspa,,,BmsAlStatBits[0].24,BMSALSTATBITS[0].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlHwa,,,BmsAlStatBits[0].7,BMSALSTATBITS[0].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlIaPrs1Aif,,,BmsAlStatBits[1].12,BMSALSTATBITS[1].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlIaPrs2Aif,,,BmsAlStatBits[1].13,BMSALSTATBITS[1].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlIaPrs3Aif,,,BmsAlStatBits[1].14,BMSALSTATBITS[1].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlIgnInsert,,,BmsAlStatBits[0].26,BMSALSTATBITS[0].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlIgnRetract,,,BmsAlStatBits[0].27,BMSALSTATBITS[0].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlLcpp,,,BmsAlStatBits[0].15,BMSALSTATBITS[0].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlLct,,,BmsAlStatBits[0].14,BMSALSTATBITS[0].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlLwa,,,BmsAlStatBits[0].8,BMSALSTATBITS[0].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlOvdo,,,BmsAlStatBits[0].4,BMSALSTATBITS[0].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlOvuo,,,BmsAlStatBits[0].3,BMSALSTATBITS[0].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlPvdo,,,BmsAlStatBits[0].6,BMSALSTATBITS[0].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlPvuo,,,BmsAlStatBits[0].5,BMSALSTATBITS[0].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlPvvc,,,BmsAlStatBits[0].17,BMSALSTATBITS[0].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlPvvo,,,BmsAlStatBits[0].16,BMSALSTATBITS[0].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlPwrSupplyOK,,,BmsAlStatBits[0].23,BMSALSTATBITS[0].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSFrnPrs1Aif,,,BmsAlStatBits[1].15,BMSALSTATBITS[1].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoAlwco,,,BmsAlSoStatBits[0].2,BMSALSOSTATBITS[0].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoBdbp,,,BmsAlSoStatBits[0].4,BMSALSOSTATBITS[0].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoCcf,,,BmsAlSoStatBits[0].12,BMSALSOSTATBITS[0].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoCfgError,,,BmsAlSoStatBits[5].31,BMSALSOSTATBITS[5].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoCipFailedOff,,,BmsAlSoStatBits[0].28,BMSALSOSTATBITS[0].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoCipFailedOn,,,BmsAlSoStatBits[1].9,BMSALSOSTATBITS[1].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoEhsp,,,BmsAlSoStatBits[0].6,BMSALSOSTATBITS[0].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoEmStop,,,BmsAlSoStatBits[0].24,BMSALSOSTATBITS[0].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoFgsi,,,BmsAlSoStatBits[1].10,BMSALSOSTATBITS[1].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoFlDetBrnOff,,,BmsAlSoStatBits[0].1,BMSALSOSTATBITS[0].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoFlmFail,,,BmsAlSoStatBits[0].0,BMSALSOSTATBITS[0].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoFsi,,,BmsAlSoStatBits[0].10,BMSALSOSTATBITS[0].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoGip,,,BmsAlSoStatBits[0].22,BMSALSOSTATBITS[0].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoGvdc,,,BmsAlSoStatBits[0].30,BMSALSOSTATBITS[0].30,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoGvuc,,,BmsAlSoStatBits[0].29,BMSALSOSTATBITS[0].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoHamp,,,BmsAlSoStatBits[1].11,BMSALSOSTATBITS[1].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoHfp,,,BmsAlSoStatBits[0].9,BMSALSOSTATBITS[0].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlSoHgp,,,BmsAlSoStatBits[0].15,BMSALSOSTATBITS[0].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
