TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,Specifier,ATTRIBUTES
ALIAS,,Drm1Kc,,,CtlPrm[114],CTLPRM[114],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Drm1Spare1,,,CtlData[102],CTLDATA[102],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Drm1Spare2,,,CtlData[103],CTLDATA[103],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Drm1Spare3,,,CtlData[104],CTLDATA[104],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Drm1SpareParm1,,,CtlPrm[118],CTLPRM[118],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Drm1Td,,,CtlPrm[116],CTLPRM[116],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Drm1Ti,,,CtlPrm[115],CTLPRM[115],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Drm3ElOnlyAct,,,StatBits[55].2,STATBITS[55].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmAutoAct,,,StatBits[55].0,STATBITS[55].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmAutoElAct,,,StatBits[55].3,STATBITS[55].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmCv,,,CtlData[76],CTLDATA[76],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmCVEu,,,CtlData[100],CTLDATA[100],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmCvHiLimEu,,,CtlData[78],CTLDATA[78],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmCvLoLimEu,,,CtlData[79],CTLDATA[79],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmDb,,,CtlPrm[84],CTLPRM[84],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmErrAlDb,,,CtlPrm[92],CTLPRM[92],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmErrNegAlLim,,,CtlPrm[91],CTLPRM[91],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmErrPosAlLim,,,CtlPrm[90],CTLPRM[90],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmForce1El,,,StatBits[55].5,STATBITS[55].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmKc,,,CtlPrm[81],CTLPRM[81],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvl1Dev,,,CtlData[82],CTLDATA[82],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvl2Dev,,,CtlData[83],CTLDATA[83],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvl3Dev,,,CtlData[84],CTLDATA[84],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlB,,,AiEu[67],AIEU[67],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlBAct,,,StatBits[74].3,STATBITS[74].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlBMax,,,AiSclMax[67],AISCLMAX[67],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlBMin,,,AiSclMin[67],AISCLMIN[67],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlBRng,,,AiRng[67],AIRNG[67],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlComp1,,,CtlData[86],CTLDATA[86],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlComp2,,,CtlData[87],CTLDATA[87],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlComp3,,,CtlData[88],CTLDATA[88],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlDevEuLim,,,MiscPrm[88],MISCPRM[88],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlDevLim,,,CtlPrm[98],CTLPRM[98],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlDp2Act,,,StatBits[73].10,STATBITS[73].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlDp2Max,,,AiSclMax[58],AISCLMAX[58],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlDp2Min,,,AiSclMin[58],AISCLMIN[58],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlDp2Rng,,,AiRng[58],AIRNG[58],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlDp3Act,,,StatBits[73].11,STATBITS[73].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlDp3Max,,,AiSclMax[59],AISCLMAX[59],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlDp3Min,,,AiSclMin[59],AISCLMIN[59],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlDp3Rng,,,AiRng[59],AIRNG[59],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlEuAvg,,,MiscData[103],MISCDATA[103],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlEuDev,,,MiscData[105],MISCDATA[105],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlFdwAutoStartLim,,,CtlPrm[99],CTLPRM[99],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlHiTap,,,CtlPrm[96],CTLPRM[96],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlLoTap,,,CtlPrm[97],CTLPRM[97],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmLvlPctAvg,,,MiscData[104],MISCDATA[104],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmMinStm3El,,,CtlPrm[93],CTLPRM[93],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmOut,,,CtlData[77],CTLDATA[77],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmOutDec,,,SetBits[25].8,SETBITS[25].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmOutDecX10,,,SetBits[25].9,SETBITS[25].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmOutInc,,,SetBits[25].6,SETBITS[25].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmOutIncX10,,,SetBits[25].7,SETBITS[25].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmOutStby,,,StatBits[55].7,STATBITS[55].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmPv,,,CtlData[72],CTLDATA[72],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmPvAlDb,,,CtlPrm[89],CTLPRM[89],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmPvHiAlLim,,,CtlPrm[87],CTLPRM[87],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmPvLoAlLim,,,CtlPrm[88],CTLPRM[88],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmPvMax,,,CtlData[69],CTLDATA[69],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmPvMin,,,CtlData[70],CTLDATA[70],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmPvPct,,,CtlData[74],CTLDATA[74],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmPvRng,,,CtlData[71],CTLDATA[71],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmPvSpDev,,,CtlData[98],CTLDATA[98],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmSel1El,,,SetBits[25].10,SETBITS[25].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmSel3El,,,SetBits[25].11,SETBITS[25].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmSelAuto,,,SetBits[25].0,SETBITS[25].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmSelAutoEl,,,SetBits[25].12,SETBITS[25].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmSelMan,,,SetBits[25].1,SETBITS[25].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmSp,,,CtlData[73],CTLDATA[73],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmSpAdjAct,,,StatBits[55].10,STATBITS[55].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmSpareParm3,,,CtlPrm[100],CTLPRM[100],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmSpDec,,,SetBits[25].4,SETBITS[25].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmSpDecX10,,,SetBits[25].5,SETBITS[25].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmSpHiLim,,,CtlPrm[85],CTLPRM[85],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmSpHiLimAct,,,StatBits[55].9,STATBITS[55].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmSpInc,,,SetBits[25].2,SETBITS[25].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmSpIncX10,,,SetBits[25].3,SETBITS[25].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmSpLoLim,,,CtlPrm[86],CTLPRM[86],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmSpLoLimAct,,,StatBits[55].8,STATBITS[55].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,DrmSpPct,,,CtlData[75],CTLDATA[75],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmStmFlwFf,,,CtlData[80],CTLDATA[80],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmStmFlwFfGain,,,CtlPrm[94],CTLPRM[94],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmTd,,,CtlPrm[83],CTLPRM[83],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmTi,,,CtlPrm[82],CTLPRM[82],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DrmWtrTmpAmb,,,CtlPrm[95],CTLPRM[95],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,DualFuelsAct,,,StatBits[124].6,STATBITS[124].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,EngAlarmAck,,,SetBits[0].6,SETBITS[0].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarActual,,,MiscData[7],MISCDATA[7],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarAutoAct,,,StatBits[61].0,STATBITS[61].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarCv,,,CtlData[155],CTLDATA[155],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarDb,,,CtlPrm[164],CTLPRM[164],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarDesired,,,MiscData[8],MISCDATA[8],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarDev,,,MiscData[9],MISCDATA[9],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarDevHiHiLim,,,MiscPrm[0],MISCPRM[0],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarDevHiLim,,,MiscPrm[1],MISCPRM[1],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarDevLoLim,,,MiscPrm[2],MISCPRM[2],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarDevLoLoLim,,,MiscPrm[3],MISCPRM[3],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarDevTripEn,,,StatBits[125].0,STATBITS[125].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarErrAlDb,,,CtlPrm[172],CTLPRM[172],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarErrNegAlLim,,,CtlPrm[171],CTLPRM[171],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarErrPosAlLim,,,CtlPrm[170],CTLPRM[170],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarKc,,,CtlPrm[161],CTLPRM[161],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarOut,,,CtlData[156],CTLDATA[156],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarOutDec,,,SetBits[31].8,SETBITS[31].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarOutDecX10,,,SetBits[31].9,SETBITS[31].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarOutInc,,,SetBits[31].6,SETBITS[31].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarOutIncX10,,,SetBits[31].7,SETBITS[31].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarOutStby,,,StatBits[61].2,STATBITS[61].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarOutTrk,,,StatBits[61].3,STATBITS[61].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarPidTrk,,,StatBits[61].4,STATBITS[61].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarPv,,,CtlData[151],CTLDATA[151],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarPvAlDb,,,CtlPrm[169],CTLPRM[169],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarPvHiAlLim,,,CtlPrm[167],CTLPRM[167],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarPvLoAlLim,,,CtlPrm[168],CTLPRM[168],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarPvMax,,,CtlData[148],CTLDATA[148],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarPvMin,,,CtlData[149],CTLDATA[149],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarPvPct,,,CtlData[153],CTLDATA[153],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarPvRng,,,CtlData[150],CTLDATA[150],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarPvSpDev,,,CtlData[157],CTLDATA[157],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarSelAuto,,,SetBits[31].0,SETBITS[31].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarSelMan,,,SetBits[31].1,SETBITS[31].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarSp,,,CtlData[152],CTLDATA[152],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarSpareParm1,,,CtlPrm[173],CTLPRM[173],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarSpareParm2,,,CtlPrm[174],CTLPRM[174],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarSpDec,,,SetBits[31].4,SETBITS[31].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarSpDecX10,,,SetBits[31].5,SETBITS[31].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarSpHiLim,,,CtlPrm[165],CTLPRM[165],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarSpInc,,,SetBits[31].2,SETBITS[31].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarSpIncX10,,,SetBits[31].3,SETBITS[31].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarSpLoLim,,,CtlPrm[166],CTLPRM[166],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarSpPct,,,CtlData[154],CTLDATA[154],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarSpTrk,,,StatBits[61].1,STATBITS[61].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FarTd,,,CtlPrm[163],CTLPRM[163],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarTi,,,CtlPrm[162],CTLPRM[162],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FarTrimFactor,,,CtlData[161],CTLDATA[161],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FddAutoAct,,,StatBits[46].3,STATBITS[46].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FddManExcDevAct,,,StatBits[48].3,STATBITS[48].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FddPos,,,MiscData[38],MISCDATA[38],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FddPosDev,,,MiscData[39],MISCDATA[39],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FddSelAuto,,,SetBits[40].6,SETBITS[40].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FddSelMan,,,SetBits[40].7,SETBITS[40].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FdfSpd,,,MiscData[46],MISCDATA[46],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdfSpdAutoAct,,,StatBits[46].7,STATBITS[46].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FdfSpdDev,,,MiscData[47],MISCDATA[47],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdfSpdManExcDevAct,,,StatBits[48].7,STATBITS[48].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FdfSpdSelAuto,,,SetBits[40].14,SETBITS[40].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FdfSpdSelMan,,,SetBits[40].15,SETBITS[40].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw1Spd,,,MiscData[72],MISCDATA[72],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw1SpdAutoAct,,,StatBits[47].4,STATBITS[47].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw1SpdDev,,,MiscData[73],MISCDATA[73],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw1SpdManExcDevAct,,,StatBits[49].4,STATBITS[49].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw1SpdSelAuto,,,SetBits[42].8,SETBITS[42].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw1SpdSelMan,,,SetBits[42].9,SETBITS[42].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw1VibAAct,,,StatBits[73].14,STATBITS[73].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw1VibAMax,,,AiSclMax[62],AISCLMAX[62],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw1VibAMin,,,AiSclMin[62],AISCLMIN[62],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw1VibARng,,,AiRng[62],AIRNG[62],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw1VibB,,,AiEu[63],AIEU[63],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw1VibBAct,,,StatBits[73].15,STATBITS[73].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw1VibBMax,,,AiSclMax[63],AISCLMAX[63],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw1VibBMin,,,AiSclMin[63],AISCLMIN[63],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw1VibBRng,,,AiRng[63],AIRNG[63],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw2Spd,,,MiscData[74],MISCDATA[74],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw2SpdAutoAct,,,StatBits[47].5,STATBITS[47].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw2SpdDev,,,MiscData[75],MISCDATA[75],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw2SpdManExcDevAct,,,StatBits[49].5,STATBITS[49].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw2SpdSelAuto,,,SetBits[42].10,SETBITS[42].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw2SpdSelMan,,,SetBits[42].11,SETBITS[42].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw2TmpB,,,AiEu[72],AIEU[72],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw2TmpBAct,,,StatBits[74].8,STATBITS[74].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw2TmpBMax,,,AiSclMax[72],AISCLMAX[72],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw2TmpBMin,,,AiSclMin[72],AISCLMIN[72],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw2TmpBRng,,,AiRng[72],AIRNG[72],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw2VibAAct,,,StatBits[74].5,STATBITS[74].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Fdw2VibAMax,,,AiSclMax[69],AISCLMAX[69],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw2VibAMin,,,AiSclMin[69],AISCLMIN[69],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Fdw2VibARng,,,AiRng[69],AIRNG[69],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwCv,,,CtlData[96],CTLDATA[96],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwDb,,,CtlPrm[104],CTLPRM[104],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwErrAlDb,,,CtlPrm[112],CTLPRM[112],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwErrNegAlLim,,,CtlPrm[111],CTLPRM[111],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwErrPosAlLim,,,CtlPrm[110],CTLPRM[110],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwFcvAutoAct,,,StatBits[46].12,STATBITS[46].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FdwFcvManExcDevAct,,,StatBits[48].12,STATBITS[48].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FdwFcvPos,,,MiscData[56],MISCDATA[56],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwFcvPosDev,,,MiscData[57],MISCDATA[57],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwFcvPosFbAct,,,StatBits[73].7,STATBITS[73].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FdwFcvPosFbMax,,,AiSclMax[55],AISCLMAX[55],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwFcvPosFbMin,,,AiSclMin[55],AISCLMIN[55],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwFcvSelAuto,,,SetBits[41].8,SETBITS[41].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FdwFcvSelMan,,,SetBits[41].9,SETBITS[41].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FdwKc,,,CtlPrm[101],CTLPRM[101],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwPv,,,CtlData[92],CTLDATA[92],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwPvAlDb,,,CtlPrm[109],CTLPRM[109],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwPvHiAlLim,,,CtlPrm[107],CTLPRM[107],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwPvLoAlLim,,,CtlPrm[108],CTLPRM[108],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwPvMax,,,CtlData[89],CTLDATA[89],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwPvMin,,,CtlData[90],CTLDATA[90],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwPvPct,,,CtlData[94],CTLDATA[94],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwPvRng,,,CtlData[91],CTLDATA[91],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwPvSpDev,,,CtlData[99],CTLDATA[99],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwSp,,,CtlData[93],CTLDATA[93],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwSpareParm1,,,CtlPrm[113],CTLPRM[113],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwSpHiLim,,,CtlPrm[105],CTLPRM[105],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwSpHiLimAct,,,StatBits[56].0,STATBITS[56].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FdwSpLoLim,,,CtlPrm[106],CTLPRM[106],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwSpLoLimAct,,,StatBits[56].1,STATBITS[56].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FdwSpPct,,,CtlData[95],CTLDATA[95],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwTd,,,CtlPrm[103],CTLPRM[103],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FdwTi,,,CtlPrm[102],CTLPRM[102],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FgrdAutoAct,,,StatBits[46].5,STATBITS[46].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FgrdManExcDevAct,,,StatBits[48].5,STATBITS[48].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FgrdPos,,,MiscData[42],MISCDATA[42],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FgrdPosDev,,,MiscData[43],MISCDATA[43],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FgrdPosGas,,,MiscData[19],MISCDATA[19],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FgrdPosLtoffGas,,,MiscPrm[85],MISCPRM[85],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FgrdPosLtoffOil,,,MiscPrm[86],MISCPRM[86],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FgrdPosOil,,,MiscData[20],MISCDATA[20],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,FgrdSelAuto,,,SetBits[40].10,SETBITS[40].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FgrdSelMan,,,SetBits[40].11,SETBITS[40].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,FgrfsAutoAct,,,StatBits[46].8,STATBITS[46].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
