,AliasName,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
624,FrnPv,FRNPV,Float,1,R/W,100,,,,,,,,,,,
625,FrnPvAlDb,FRNPVALDB,Float,1,R/W,100,,,,,,,,,,,
626,FrnPvHiAlLim,FRNPVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
627,FrnPvLoAlLim,FRNPVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
628,FrnPvMax,FRNPVMAX,Float,1,R/W,100,,,,,,,,,,,
629,FrnPvMin,FRNPVMIN,Float,1,R/W,100,,,,,,,,,,,
630,FrnPvPct,FRNPVPCT,Float,1,R/W,100,,,,,,,,,,,
631,FrnPvRng,FRNPVRNG,Float,1,R/W,100,,,,,,,,,,,
632,FrnPvSpDev,FRNPVSPDEV,Float,1,R/W,100,,,,,,,,,,,
633,FrnSp,FRNSP,Float,1,R/W,100,,,,,,,,,,,
634,FrnSpGas,FRNSPGAS,Float,1,R/W,100,,,,,,,,,,,
635,FrnSpHiLim,FRNSPHILIM,Float,1,R/W,100,,,,,,,,,,,
636,FrnSpLoLim,FRNSPLOLIM,Float,1,R/W,100,,,,,,,,,,,
637,FrnSpOil,FRNSPOIL,Float,1,R/W,100,,,,,,,,,,,
638,FrnSpPct,FRNSPPCT,Float,1,R/W,100,,,,,,,,,,,
639,FrnTd,FRNTD,Float,1,R/W,100,,,,,,,,,,,
640,FrnTi,FRNTI,Float,1,R/W,100,,,,,,,,,,,
641,FrnTrm,FRNTRM,Float,1,R/W,100,,,,,,,,,,,
642,FxedEntry,FXEDENTRY,Float,1,R/W,100,,,,,,,,,,,
643,FxedEntryX00,FXEDENTRYX00,Float,1,R/W,100,,,,,,,,,,,
644,FxedEntryX01,FXEDENTRYX01,Float,1,R/W,100,,,,,,,,,,,
645,FxedEntryX02,FXEDENTRYX02,Float,1,R/W,100,,,,,,,,,,,
646,FxedEntryX03,FXEDENTRYX03,Float,1,R/W,100,,,,,,,,,,,
647,FxedEntryX04,FXEDENTRYX04,Float,1,R/W,100,,,,,,,,,,,
648,FxedEntryX05,FXEDENTRYX05,Float,1,R/W,100,,,,,,,,,,,
649,FxedEntryX06,FXEDENTRYX06,Float,1,R/W,100,,,,,,,,,,,
650,FxedEntryX07,FXEDENTRYX07,Float,1,R/W,100,,,,,,,,,,,
651,FxedEntryX08,FXEDENTRYX08,Float,1,R/W,100,,,,,,,,,,,
652,FxedEntryX09,FXEDENTRYX09,Float,1,R/W,100,,,,,,,,,,,
653,FxedEntryX10,FXEDENTRYX10,Float,1,R/W,100,,,,,,,,,,,
654,FxedEntryX11,FXEDENTRYX11,Float,1,R/W,100,,,,,,,,,,,
655,FxedEntryX12,FXEDENTRYX12,Float,1,R/W,100,,,,,,,,,,,
656,FxedEntryX13,FXEDENTRYX13,Float,1,R/W,100,,,,,,,,,,,
657,FxedEntryX14,FXEDENTRYX14,Float,1,R/W,100,,,,,,,,,,,
658,FxedEntryX15,FXEDENTRYX15,Float,1,R/W,100,,,,,,,,,,,
659,FxedEntryY00,FXEDENTRYY00,Float,1,R/W,100,,,,,,,,,,,
660,FxedEntryY01,FXEDENTRYY01,Float,1,R/W,100,,,,,,,,,,,
661,FxedEntryY02,FXEDENTRYY02,Float,1,R/W,100,,,,,,,,,,,
662,FxedEntryY03,FXEDENTRYY03,Float,1,R/W,100,,,,,,,,,,,
663,FxedEntryY04,FXEDENTRYY04,Float,1,R/W,100,,,,,,,,,,,
664,FxedEntryY05,FXEDENTRYY05,Float,1,R/W,100,,,,,,,,,,,
665,FxedEntryY06,FXEDENTRYY06,Float,1,R/W,100,,,,,,,,,,,
666,FxedEntryY07,FXEDENTRYY07,Float,1,R/W,100,,,,,,,,,,,
667,FxedEntryY08,FXEDENTRYY08,Float,1,R/W,100,,,,,,,,,,,
668,FxedEntryY09,FXEDENTRYY09,Float,1,R/W,100,,,,,,,,,,,
669,FxedEntryY10,FXEDENTRYY10,Float,1,R/W,100,,,,,,,,,,,
670,FxedEntryY11,FXEDENTRYY11,Float,1,R/W,100,,,,,,,,,,,
671,FxedEntryY12,FXEDENTRYY12,Float,1,R/W,100,,,,,,,,,,,
672,FxedEntryY13,FXEDENTRYY13,Float,1,R/W,100,,,,,,,,,,,
673,FxedEntryY14,FXEDENTRYY14,Float,1,R/W,100,,,,,,,,,,,
674,FxedEntryY15,FXEDENTRYY15,Float,1,R/W,100,,,,,,,,,,,
675,FxX00,FXX00,Float,1,R/W,100,,,,,,,,,,,
676,FxX01,FXX01,Float,1,R/W,100,,,,,,,,,,,
677,FxX02,FXX02,Float,1,R/W,100,,,,,,,,,,,
678,FxX03,FXX03,Float,1,R/W,100,,,,,,,,,,,
679,FxX04,FXX04,Float,1,R/W,100,,,,,,,,,,,
680,FxX05,FXX05,Float,1,R/W,100,,,,,,,,,,,
681,FxX06,FXX06,Float,1,R/W,100,,,,,,,,,,,
682,FxX07,FXX07,Float,1,R/W,100,,,,,,,,,,,
683,FxX08,FXX08,Float,1,R/W,100,,,,,,,,,,,
684,FxX09,FXX09,Float,1,R/W,100,,,,,,,,,,,
685,FxX10,FXX10,Float,1,R/W,100,,,,,,,,,,,
686,FxX11,FXX11,Float,1,R/W,100,,,,,,,,,,,
687,FxX12,FXX12,Float,1,R/W,100,,,,,,,,,,,
688,FxX13,FXX13,Float,1,R/W,100,,,,,,,,,,,
689,FxX14,FXX14,Float,1,R/W,100,,,,,,,,,,,
690,FxX15,FXX15,Float,1,R/W,100,,,,,,,,,,,
691,FxY00,FXY00,Float,1,R/W,100,,,,,,,,,,,
692,FxY01,FXY01,Float,1,R/W,100,,,,,,,,,,,
693,FxY02,FXY02,Float,1,R/W,100,,,,,,,,,,,
694,FxY03,FXY03,Float,1,R/W,100,,,,,,,,,,,
695,FxY04,FXY04,Float,1,R/W,100,,,,,,,,,,,
696,FxY05,FXY05,Float,1,R/W,100,,,,,,,,,,,
697,FxY06,FXY06,Float,1,R/W,100,,,,,,,,,,,
698,FxY07,FXY07,Float,1,R/W,100,,,,,,,,,,,
699,FxY08,FXY08,Float,1,R/W,100,,,,,,,,,,,
700,FxY09,FXY09,Float,1,R/W,100,,,,,,,,,,,
701,FxY10,FXY10,Float,1,R/W,100,,,,,,,,,,,
702,FxY11,FXY11,Float,1,R/W,100,,,,,,,,,,,
703,FxY12,FXY12,Float,1,R/W,100,,,,,,,,,,,
704,FxY13,FXY13,Float,1,R/W,100,,,,,,,,,,,
705,FxY14,FXY14,Float,1,R/W,100,,,,,,,,,,,
706,FxY15,FXY15,Float,1,R/W,100,,,,,,,,,,,
707,GasCv,GASCV,Float,1,R/W,100,,,,,,,,,,,
708,GasDb,GASDB,Float,1,R/W,100,,,,,,,,,,,
709,GasErrAlDb,GASERRALDB,Float,1,R/W,100,,,,,,,,,,,
710,GasErrNegAlLim,GASERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
711,GasErrPosAlLim,GASERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
712,GasFcvPos,GASFCVPOS,Float,1,R/W,100,,,,,,,,,,,
713,GasFcvPosDev,GASFCVPOSDEV,Float,1,R/W,100,,,,,,,,,,,
714,GasFcvPosFb,GASFCVPOSFB,Float,1,R/W,100,,,,,,,,,,,
715,GasFcvPosFbMax,GASFCVPOSFBMAX,Float,1,R/W,100,,,,,,,,,,,
716,GasFcvPosFbMin,GASFCVPOSFBMIN,Float,1,R/W,100,,,,,,,,,,,
717,GasFcvPosFbPct,GASFCVPOSFBPCT,Float,1,R/W,100,,,,,,,,,,,
718,GasFcvPosFbRng,GASFCVPOSFBRNG,Float,1,R/W,100,,,,,,,,,,,
719,GasFlw,GASFLW,Float,1,R/W,100,,,,,,,,,,,
720,GasFlwDp,GASFLWDP,Float,1,R/W,100,,,,,,,,,,,
721,GasFlwDpMax,GASFLWDPMAX,Float,1,R/W,100,,,,,,,,,,,
722,GasFlwDpMin,GASFLWDPMIN,Float,1,R/W,100,,,,,,,,,,,
723,GasFlwDpPct,GASFLWDPPCT,Float,1,R/W,100,,,,,,,,,,,
724,GasFlwDpRng,GASFLWDPRNG,Float,1,R/W,100,,,,,,,,,,,
725,GasFlwMax,GASFLWMAX,Float,1,R/W,100,,,,,,,,,,,
726,GasFlwMin,GASFLWMIN,Float,1,R/W,100,,,,,,,,,,,
727,GasFlwPct,GASFLWPCT,Float,1,R/W,100,,,,,,,,,,,
728,GasFlwPrsComp,GASFLWPRSCOMP,Float,1,R/W,100,,,,,,,,,,,
729,GasFlwRng,GASFLWRNG,Float,1,R/W,100,,,,,,,,,,,
730,GasFlwTmpComp,GASFLWTMPCOMP,Float,1,R/W,100,,,,,,,,,,,
731,GasFlwTtl,GASFLWTTL,Float,1,R/W,100,,,,,,,,,,,
732,GasKc,GASKC,Float,1,R/W,100,,,,,,,,,,,
733,GasKcFast,GASKCFAST,Float,1,R/W,100,,,,,,,,,,,
734,GasMaxFcvPos,GASMAXFCVPOS,Float,1,R/W,100,,,,,,,,,,,
735,GasMeasFlw,GASMEASFLW,Float,1,R/W,100,,,,,,,,,,,
736,GasMeasFlwPct,GASMEASFLWPCT,Float,1,R/W,100,,,,,,,,,,,
737,GasMeasPrs,GASMEASPRS,Float,1,R/W,100,,,,,,,,,,,
738,GasMeasTmp,GASMEASTMP,Float,1,R/W,100,,,,,,,,,,,
739,GasOut,GASOUT,Float,1,R/W,100,,,,,,,,,,,
740,GasOutLtoff,GASOUTLTOFF,Float,1,R/W,100,,,,,,,,,,,
741,GasPrs,GASPRS,Float,1,R/W,100,,,,,,,,,,,
742,GasPrsMax,GASPRSMAX,Float,1,R/W,100,,,,,,,,,,,
743,GasPrsMin,GASPRSMIN,Float,1,R/W,100,,,,,,,,,,,
744,GasPrsPct,GASPRSPCT,Float,1,R/W,100,,,,,,,,,,,
745,GasPrsRng,GASPRSRNG,Float,1,R/W,100,,,,,,,,,,,
746,GasPv,GASPV,Float,1,R/W,100,,,,,,,,,,,
747,GasPvAlDb,GASPVALDB,Float,1,R/W,100,,,,,,,,,,,
748,GasPvGain,GASPVGAIN,Float,1,R/W,100,,,,,,,,,,,
749,GasPvHiAlLim,GASPVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
750,GasPvLoAlLim,GASPVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
751,GasPvMax,GASPVMAX,Float,1,R/W,100,,,,,,,,,,,
752,GasPvMin,GASPVMIN,Float,1,R/W,100,,,,,,,,,,,
753,GasPvPreFar,GASPVPREFAR,Float,1,R/W,100,,,,,,,,,,,
754,GasPvRng,GASPVRNG,Float,1,R/W,100,,,,,,,,,,,
755,GasPvSpDev,GASPVSPDEV,Float,1,R/W,100,,,,,,,,,,,
756,GasRefPrs,GASREFPRS,Float,1,R/W,100,,,,,,,,,,,
757,GasRefTmp,GASREFTMP,Float,1,R/W,100,,,,,,,,,,,
758,GasSp,GASSP,Float,1,R/W,100,,,,,,,,,,,
759,GasSpare2,GASSPARE2,Float,1,R/W,100,,,,,,,,,,,
760,GasSpareParm1,GASSPAREPARM1,Float,1,R/W,100,,,,,,,,,,,
761,GasSpareParm2,GASSPAREPARM2,Float,1,R/W,100,,,,,,,,,,,
762,GasSpHiLim,GASSPHILIM,Float,1,R/W,100,,,,,,,,,,,
763,GasSpLoLim,GASSPLOLIM,Float,1,R/W,100,,,,,,,,,,,
764,GasTd,GASTD,Float,1,R/W,100,,,,,,,,,,,
765,GasTdFast,GASTDFAST,Float,1,R/W,100,,,,,,,,,,,
766,GasTi,GASTI,Float,1,R/W,100,,,,,,,,,,,
767,GasTiFast,GASTIFAST,Float,1,R/W,100,,,,,,,,,,,
768,GasTmp,GASTMP,Float,1,R/W,100,,,,,,,,,,,
769,GasTmpMax,GASTMPMAX,Float,1,R/W,100,,,,,,,,,,,
770,GasTmpMin,GASTMPMIN,Float,1,R/W,100,,,,,,,,,,,
771,GasTmpPct,GASTMPPCT,Float,1,R/W,100,,,,,,,,,,,
772,GasTmpRng,GASTMPRNG,Float,1,R/W,100,,,,,,,,,,,
773,HdrAirPrsHiLim,HDRAIRPRSHILIM,Float,1,R/W,100,,,,,,,,,,,
774,HdrAirPrsLoLim,HDRAIRPRSLOLIM,Float,1,R/W,100,,,,,,,,,,,
775,HdrGasPrs,HDRGASPRS,Float,1,R/W,100,,,,,,,,,,,
776,HdrGasPrsMax,HDRGASPRSMAX,Float,1,R/W,100,,,,,,,,,,,
777,HdrGasPrsMin,HDRGASPRSMIN,Float,1,R/W,100,,,,,,,,,,,
778,HdrGasPrsPct,HDRGASPRSPCT,Float,1,R/W,100,,,,,,,,,,,
779,HdrGasPrsRng,HDRGASPRSRNG,Float,1,R/W,100,,,,,,,,,,,
780,IbdPos,IBDPOS,Float,1,R/W,100,,,,,,,,,,,
781,IbdPosDev,IBDPOSDEV,Float,1,R/W,100,,,,,,,,,,,
782,IbdPosFb,IBDPOSFB,Float,1,R/W,100,,,,,,,,,,,
783,IbdPosFbMax,IBDPOSFBMAX,Float,1,R/W,100,,,,,,,,,,,
784,IbdPosFbMin,IBDPOSFBMIN,Float,1,R/W,100,,,,,,,,,,,
785,IbdPosFbPct,IBDPOSFBPCT,Float,1,R/W,100,,,,,,,,,,,
786,IbdPosFbRng,IBDPOSFBRNG,Float,1,R/W,100,,,,,,,,,,,
787,IbdPosGas,IBDPOSGAS,Float,1,R/W,100,,,,,,,,,,,
788,IbdPosLtoffDual,IBDPOSLTOFFDUAL,Float,1,R/W,100,,,,,,,,,,,
789,IbdPosLtoffGas,IBDPOSLTOFFGAS,Float,1,R/W,100,,,,,,,,,,,
790,IbdPosLtoffOil,IBDPOSLTOFFOIL,Float,1,R/W,100,,,,,,,,,,,
791,IbdPosOil,IBDPOSOIL,Float,1,R/W,100,,,,,,,,,,,
792,IdfSpd,IDFSPD,Float,1,R/W,100,,,,,,,,,,,
793,IdfSpdDev,IDFSPDDEV,Float,1,R/W,100,,,,,,,,,,,
794,IvdPos,IVDPOS,Float,1,R/W,100,,,,,,,,,,,
795,IvdPosDev,IVDPOSDEV,Float,1,R/W,100,,,,,,,,,,,
796,IvdPosFb,IVDPOSFB,Float,1,R/W,100,,,,,,,,,,,
797,IvdPosFbMax,IVDPOSFBMAX,Float,1,R/W,100,,,,,,,,,,,
798,IvdPosFbMin,IVDPOSFBMIN,Float,1,R/W,100,,,,,,,,,,,
799,IvdPosFbPct,IVDPOSFBPCT,Float,1,R/W,100,,,,,,,,,,,
800,IvdPosFbRng,IVDPOSFBRNG,Float,1,R/W,100,,,,,,,,,,,
801,JckPos,JCKPOS,Float,1,R/W,100,,,,,,,,,,,
802,JckPosDev,JCKPOSDEV,Float,1,R/W,100,,,,,,,,,,,
803,L13Cv,L13CV,Float,1,R/W,100,,,,,,,,,,,
804,L13Db,L13DB,Float,1,R/W,100,,,,,,,,,,,
805,L13ErrAlDb,L13ERRALDB,Float,1,R/W,100,,,,,,,,,,,
806,L13ErrNegAlLim,L13ERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
807,L13ErrPosAlLim,L13ERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
808,L13Kc,L13KC,Float,1,R/W,100,,,,,,,,,,,
809,L13Out,L13OUT,Float,1,R/W,100,,,,,,,,,,,
810,L13Pv,L13PV,Float,1,R/W,100,,,,,,,,,,,
811,L13PvAlDb,L13PVALDB,Float,1,R/W,100,,,,,,,,,,,
812,L13PvHiAlLim,L13PVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
813,L13PvLoAlLim,L13PVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
814,L13PvMax,L13PVMAX,Float,1,R/W,100,,,,,,,,,,,
815,L13PvMin,L13PVMIN,Float,1,R/W,100,,,,,,,,,,,
816,L13PvPct,L13PVPCT,Float,1,R/W,100,,,,,,,,,,,
817,L13PvRng,L13PVRNG,Float,1,R/W,100,,,,,,,,,,,
818,L13PvSpDev,L13PVSPDEV,Float,1,R/W,100,,,,,,,,,,,
819,L13Sp,L13SP,Float,1,R/W,100,,,,,,,,,,,
820,L13Spare5,L13SPARE5,Float,1,R/W,100,,,,,,,,,,,
821,L13SpareParm1,L13SPAREPARM1,Float,1,R/W,100,,,,,,,,,,,
822,L13SpareParm2,L13SPAREPARM2,Float,1,R/W,100,,,,,,,,,,,
823,L13SpGas,L13SPGAS,Float,1,R/W,100,,,,,,,,,,,
824,L13SpHiLim,L13SPHILIM,Float,1,R/W,100,,,,,,,,,,,
825,L13SpLoLim,L13SPLOLIM,Float,1,R/W,100,,,,,,,,,,,
826,L13SpOil,L13SPOIL,Float,1,R/W,100,,,,,,,,,,,
827,L13SpPct,L13SPPCT,Float,1,R/W,100,,,,,,,,,,,
828,L13Td,L13TD,Float,1,R/W,100,,,,,,,,,,,
829,L13Ti,L13TI,Float,1,R/W,100,,,,,,,,,,,
830,L13Trm,L13TRM,Float,1,R/W,100,,,,,,,,,,,
831,L14Cv,L14CV,Float,1,R/W,100,,,,,,,,,,,
832,L14Db,L14DB,Float,1,R/W,100,,,,,,,,,,,
833,L14ErrAlDb,L14ERRALDB,Float,1,R/W,100,,,,,,,,,,,
834,L14ErrNegAlLim,L14ERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
835,L14ErrPosAlLim,L14ERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
836,L14Kc,L14KC,Float,1,R/W,100,,,,,,,,,,,
837,L14Out,L14OUT,Float,1,R/W,100,,,,,,,,,,,
838,L14Pv,L14PV,Float,1,R/W,100,,,,,,,,,,,
839,L14PvAlDb,L14PVALDB,Float,1,R/W,100,,,,,,,,,,,
840,L14PvHiAlLim,L14PVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
841,L14PvLoAlLim,L14PVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
842,L14PvMax,L14PVMAX,Float,1,R/W,100,,,,,,,,,,,
843,L14PvMin,L14PVMIN,Float,1,R/W,100,,,,,,,,,,,
844,L14PvPct,L14PVPCT,Float,1,R/W,100,,,,,,,,,,,
845,L14PvRng,L14PVRNG,Float,1,R/W,100,,,,,,,,,,,
846,L14PvSpDev,L14PVSPDEV,Float,1,R/W,100,,,,,,,,,,,
847,L14Sp,L14SP,Float,1,R/W,100,,,,,,,,,,,
848,L14Spare2,L14SPARE2,Float,1,R/W,100,,,,,,,,,,,
849,L14Spare3,L14SPARE3,Float,1,R/W,100,,,,,,,,,,,
850,L14Spare4,L14SPARE4,Float,1,R/W,100,,,,,,,,,,,
851,L14Spare5,L14SPARE5,Float,1,R/W,100,,,,,,,,,,,
852,L14SpareParm1,L14SPAREPARM1,Float,1,R/W,100,,,,,,,,,,,
853,L14SpareParm2,L14SPAREPARM2,Float,1,R/W,100,,,,,,,,,,,
854,L14SpHiLim,L14SPHILIM,Float,1,R/W,100,,,,,,,,,,,
855,L14SpLoLim,L14SPLOLIM,Float,1,R/W,100,,,,,,,,,,,
856,L14SpPct,L14SPPCT,Float,1,R/W,100,,,,,,,,,,,
857,L14Td,L14TD,Float,1,R/W,100,,,,,,,,,,,
858,L14Ti,L14TI,Float,1,R/W,100,,,,,,,,,,,
859,L15Cv,L15CV,Float,1,R/W,100,,,,,,,,,,,
860,L15Db,L15DB,Float,1,R/W,100,,,,,,,,,,,
861,L15ErrAlDb,L15ERRALDB,Float,1,R/W,100,,,,,,,,,,,
862,L15ErrNegAlLim,L15ERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
863,L15ErrPosAlLim,L15ERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
864,L15Kc,L15KC,Float,1,R/W,100,,,,,,,,,,,
865,L15Out,L15OUT,Float,1,R/W,100,,,,,,,,,,,
866,L15Pv,L15PV,Float,1,R/W,100,,,,,,,,,,,
867,L15PvAlDb,L15PVALDB,Float,1,R/W,100,,,,,,,,,,,
868,L15PvHiAlLim,L15PVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
869,L15PvLoAlLim,L15PVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
870,L15PvMax,L15PVMAX,Float,1,R/W,100,,,,,,,,,,,
871,L15PvMin,L15PVMIN,Float,1,R/W,100,,,,,,,,,,,
872,L15PvPct,L15PVPCT,Float,1,R/W,100,,,,,,,,,,,
873,L15PvRng,L15PVRNG,Float,1,R/W,100,,,,,,,,,,,
874,L15PvSpDev,L15PVSPDEV,Float,1,R/W,100,,,,,,,,,,,
875,L15Sp,L15SP,Float,1,R/W,100,,,,,,,,,,,
876,L15Spare2,L15SPARE2,Float,1,R/W,100,,,,,,,,,,,
877,L15Spare3,L15SPARE3,Float,1,R/W,100,,,,,,,,,,,
878,L15Spare4,L15SPARE4,Float,1,R/W,100,,,,,,,,,,,
879,L15Spare5,L15SPARE5,Float,1,R/W,100,,,,,,,,,,,
880,L15SpareParm1,L15SPAREPARM1,Float,1,R/W,100,,,,,,,,,,,
881,L15SpareParm2,L15SPAREPARM2,Float,1,R/W,100,,,,,,,,,,,
882,L15SpHiLim,L15SPHILIM,Float,1,R/W,100,,,,,,,,,,,
883,L15SpLoLim,L15SPLOLIM,Float,1,R/W,100,,,,,,,,,,,
884,L15SpPct,L15SPPCT,Float,1,R/W,100,,,,,,,,,,,
885,L15Td,L15TD,Float,1,R/W,100,,,,,,,,,,,
886,L15Ti,L15TI,Float,1,R/W,100,,,,,,,,,,,
887,L16ActMinTmp,L16ACTMINTMP,Float,1,R/W,100,,,,,,,,,,,
888,L16Cv,L16CV,Float,1,R/W,100,,,,,,,,,,,
889,L16Db,L16DB,Float,1,R/W,100,,,,,,,,,,,
890,L16ErrAlDb,L16ERRALDB,Float,1,R/W,100,,,,,,,,,,,
891,L16ErrNegAlLim,L16ERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
892,L16ErrPosAlLim,L16ERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
893,L16Kc,L16KC,Float,1,R/W,100,,,,,,,,,,,
894,L16Out,L16OUT,Float,1,R/W,100,,,,,,,,,,,
895,L16OutMax,L16OUTMAX,Float,1,R/W,100,,,,,,,,,,,
896,L16OutMin,L16OUTMIN,Float,1,R/W,100,,,,,,,,,,,
897,L16Pv,L16PV,Float,1,R/W,100,,,,,,,,,,,
898,L16PvAlDb,L16PVALDB,Float,1,R/W,100,,,,,,,,,,,
899,L16PvHiAlLim,L16PVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
900,L16PvLoAlLim,L16PVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
901,L16PvMax,L16PVMAX,Float,1,R/W,100,,,,,,,,,,,
902,L16PvMin,L16PVMIN,Float,1,R/W,100,,,,,,,,,,,
903,L16PvPct,L16PVPCT,Float,1,R/W,100,,,,,,,,,,,
904,L16PvRng,L16PVRNG,Float,1,R/W,100,,,,,,,,,,,
905,L16PvSpDev,L16PVSPDEV,Float,1,R/W,100,,,,,,,,,,,
906,L16Sp,L16SP,Float,1,R/W,100,,,,,,,,,,,
907,L16Spare4,L16SPARE4,Float,1,R/W,100,,,,,,,,,,,
908,L16Spare5,L16SPARE5,Float,1,R/W,100,,,,,,,,,,,
909,L16SpareParm2,L16SPAREPARM2,Float,1,R/W,100,,,,,,,,,,,
910,L16SpHiLim,L16SPHILIM,Float,1,R/W,100,,,,,,,,,,,
911,L16SpLoLim,L16SPLOLIM,Float,1,R/W,100,,,,,,,,,,,
912,L16SpPct,L16SPPCT,Float,1,R/W,100,,,,,,,,,,,
913,L16Td,L16TD,Float,1,R/W,100,,,,,,,,,,,
914,L16Ti,L16TI,Float,1,R/W,100,,,,,,,,,,,
915,LastScan,LASTSCAN,Float,1,R/W,100,,,,,,,,,,,
916,LxxSpareParm11,LXXSPAREPARM11,Float,1,R/W,100,,,,,,,,,,,
917,LxxSpareParm12,LXXSPAREPARM12,Float,1,R/W,100,,,,,,,,,,,
918,LxxSpareParm13,LXXSPAREPARM13,Float,1,R/W,100,,,,,,,,,,,
919,LxxSpareParm14,LXXSPAREPARM14,Float,1,R/W,100,,,,,,,,,,,
920,LxxSpareParm15,LXXSPAREPARM15,Float,1,R/W,100,,,,,,,,,,,
921,LxxSpareParm16,LXXSPAREPARM16,Float,1,R/W,100,,,,,,,,,,,
922,LxxSpareParm17,LXXSPAREPARM17,Float,1,R/W,100,,,,,,,,,,,
923,LxxSpareParm18,LXXSPAREPARM18,Float,1,R/W,100,,,,,,,,,,,
924,LxxSpareParm19,LXXSPAREPARM19,Float,1,R/W,100,,,,,,,,,,,
925,LxxSpareParm20,LXXSPAREPARM20,Float,1,R/W,100,,,,,,,,,,,
926,LxxSpareParm21,LXXSPAREPARM21,Float,1,R/W,100,,,,,,,,,,,
927,LxxSpareParm22,LXXSPAREPARM22,Float,1,R/W,100,,,,,,,,,,,
928,LxxSpareParm23,LXXSPAREPARM23,Float,1,R/W,100,,,,,,,,,,,
929,LxxSpareParm24,LXXSPAREPARM24,Float,1,R/W,100,,,,,,,,,,,
930,LxxSpareParm25,LXXSPAREPARM25,Float,1,R/W,100,,,,,,,,,,,
931,MaxFuelSp,MAXFUELSP,Float,1,R/W,100,,,,,,,,,,,
932,MaxScan,MAXSCAN,Float,1,R/W,100,,,,,,,,,,,
933,McrCv,MCRCV,Float,1,R/W,100,,,,,,,,,,,
934,McrDb,MCRDB,Float,1,R/W,100,,,,,,,,,,,
935,McrErrAlDb,MCRERRALDB,Float,1,R/W,100,,,,,,,,,,,
936,McrErrNegAlLim,MCRERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
937,McrErrPosAlLim,MCRERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
938,McrKc,MCRKC,Float,1,R/W,100,,,,,,,,,,,
939,McrOut,MCROUT,Float,1,R/W,100,,,,,,,,,,,
940,McrOutBias,MCROUTBIAS,Float,1,R/W,100,,,,,,,,,,,
941,McrOutLtoffGas,MCROUTLTOFFGAS,Float,1,R/W,100,,,,,,,,,,,
942,McrOutLtoffOil,MCROUTLTOFFOIL,Float,1,R/W,100,,,,,,,,,,,
943,McrOutMax,MCROUTMAX,Float,1,R/W,100,,,,,,,,,,,
944,McrOutMin,MCROUTMIN,Float,1,R/W,100,,,,,,,,,,,
945,McrPv,MCRPV,Float,1,R/W,100,,,,,,,,,,,
946,McrPvAlDb,MCRPVALDB,Float,1,R/W,100,,,,,,,,,,,
947,McrPvHiAlLim,MCRPVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
948,McrPvLoAlLim,MCRPVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
949,McrPvMax,MCRPVMAX,Float,1,R/W,100,,,,,,,,,,,
950,McrPvMin,MCRPVMIN,Float,1,R/W,100,,,,,,,,,,,
951,McrPvMinAuto,MCRPVMINAUTO,Float,1,R/W,100,,,,,,,,,,,
952,McrPvPct,MCRPVPCT,Float,1,R/W,100,,,,,,,,,,,
953,McrPvRng,MCRPVRNG,Float,1,R/W,100,,,,,,,,,,,
954,McrPvSpDev,MCRPVSPDEV,Float,1,R/W,100,,,,,,,,,,,
955,McrRemDmd,MCRREMDMD,Float,1,R/W,100,,,,,,,,,,,
956,McrSp,MCRSP,Float,1,R/W,100,,,,,,,,,,,
957,McrSpare2,MCRSPARE2,Float,1,R/W,100,,,,,,,,,,,
958,McrSpareParm1,MCRSPAREPARM1,Float,1,R/W,100,,,,,,,,,,,
959,McrSpareParm2,MCRSPAREPARM2,Float,1,R/W,100,,,,,,,,,,,
960,McrSpHiLim,MCRSPHILIM,Float,1,R/W,100,,,,,,,,,,,
961,McrSpLoLim,MCRSPLOLIM,Float,1,R/W,100,,,,,,,,,,,
962,McrSpPct,MCRSPPCT,Float,1,R/W,100,,,,,,,,,,,
